Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,
23.000.000003.2020,CORPO DE BOMBEIROS MILITAR DA PARAÍBA,13/05/2020,AQUISIÇÃO DE MÁSCARA PFF2/N95 ,15.453.449/0001-82 - RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI,"115.000,00",
23.901.000061.2020,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,13/05/2020,CONTRATAÇÃO DE ACESSO A REPAD,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"100.352,56",
25.000.2603524.2020,SECRETARIA DE ESTADO DA SAÚDE,13/05/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"146.957,40",
25.000.904508.2020,SECRETARIA DE ESTADO DA SAÚDE,13/05/2020,AQUISIÇÃO EMERG DE CASSETES RESPIRATÓRIOS COMPATÍVEIS COM VENTILADORES PULMONARES ,13.272.584/0001-04 - RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,"500.000,00",
25.215.000078.2020,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,13/05/2020,REFORMA ESTRUTURAL NO PREDIO CEREST,33.445.797/0001-90 - NAL CONSTRUÇOES E SERVIÇOS EIRELE,"227.000,71",
25.216.000908.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/05/2020,SERVIÇO DE SANITIZAÇÃO DA ALA DE COVID - 19,09.175.454/0001-78 - HAVEL DEDETIZAÇÕES LTDA,"18.480,00",
25.216.000965.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/05/2020,SERVIÇO DE LOCAÇÃO DE CR PARA RAIO - X,01.141.468/0001-69 - MEDCALL COMERCIO E SERVIÇOS DE EQUIPAMENTOS MÉDICOS LTDA,"24.000,00",
25.000.1404509.2020,SECRETARIA DE ESTADO DA SAÚDE,14/05/2020,"AQUISIÇÃO DE MEDICAMENTO (ECULIZUMABE 300MG), ATRAVÉS DE FORNECEDOR EXCLUSIVO",24.331.585/0001-90 - MULTICARE PHARMACEUTICALS LTDA,"1.047.258,56",
25.216.000662.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,14/05/2020,AQUISIÇÃO DE MÁSCARAS E VISEIRAS,34.338.330/0001-03 - GARDEIS COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAIS LTDA,"161.600,00",
25.239.000274.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/05/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,08.705.015/0001-67 - WEIDER SEGURANCA PRIVADA EIRELI,"647.652,00",
25.239.000275.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/05/2020,AQUISIÇÃO DE MEDICAMENTOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"32.000,00",
25.239.000277.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,14/05/2020,AQUISIÇÃO DE MEDICAMENTOS,19..34.9.0/09/0-00 - SAFE SUPORTE A VIDA E COMÉRCIO INTERNACIONAL LTDA,"54.066,20",
25.000.1303582.2020,SECRETARIA DE ESTADO DA SAÚDE,15/05/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (IVABRADINA 7,5MG)  ",08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,"670,32",
25.000.2804502.2020,SECRETARIA DE ESTADO DA SAÚDE,15/05/2020,"AQUISÇÃO DE INSTRUMENTAIS, MATERIAIS CIRURGICOS E AUXILIARES",08.188.573/0001-00 - ODONTOPAZ PRODUTOS ODONTOLOGICOS LTDA,"29.051,00",
25.000.2804503.2020,SECRETARIA DE ESTADO DA SAÚDE,15/05/2020,AQUISIÇÃO EMERGENCIAL DE EQUIPAMENTOS MÉDICOS,61.100.244/0001-30 - FANEM LTDA,"290.985,00",
25.203.000530.2020,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,15/05/2020,CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS LABORATORIAIS ,11.426.166/0001-90 - DIAGFARMA COMÉRCIO E SERVIÇOS DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA,"382.764,00",
30.000.276851.2020,ENCARGOS GERAIS DO ESTADO,15/05/2020,LOCAÇÃO DE IMÓVEL ESCOLA EEEFM DR. JOSÉ DUARTE FILHO,525.946.454-00 - MANOEL ALVES DA SILVA,"3.900,00",
25.000.1803527.2020,SECRETARIA DE ESTADO DA SAÚDE,18/05/2020,AQUIS EMERG DE PRIMERS E PROBES PARA DIAGNÓSTICO DE VÍRUS RESPIRATÓRIOS PELA METODOLOGIA PCR,13.026.523/0001-59 - MULTICARE MEDICAL COM. DIST. PART. EXP. E IMPOR. LTDA.,"147.310,00",
25.000.2511557.2020,SECRETARIA DE ESTADO DA SAÚDE,18/05/2020,AQUISIÇÃO EMERGENCIAL DE SERINGAS PARA O NÚCLEO ESTADUAL DE IMUNIZAÇÃO ,03.426.484/0001-23 - SALDANHA RODRIGUES LTDA,"573.500,00",
25.000.704559.2020R1,SECRETARIA DE ESTADO DA SAÚDE,18/05/2020,EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA ELÉTRICA NO HOSPITAL DE CAMPANHA,24.525.869/0001-18 - CONTERMO CONSTRUÇÕES E SERVIÇOS LTDA.,"152.088,23",
25.239.000237.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,18/05/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,09.291.683/0001-58 - NEFRUZA SERVICOS NEFROLOGICOS FIUZA CHAVES LTDA - EPP,"991.500,00",
25.239.000288.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,18/05/2020,MATERIAL DE EXPEDIENTE,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA  E SERVICOS - EIRELI EPP,"21.265,00",
25.239.000295.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,18/05/2020,AQUISIÇÃO DE CONEXÃO PARA GASES,00.331.788/0024-05 - AIR LIQUIDE BRASIL LTDA,"1.480,00",
15.000.000028.2020,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,19/05/2020,AQUISIÇÃO DE AERONAVE REMOTAMENTE TRIPULADA (RPAS/DRONES),"05.316.271/0001-74 - QUARTZO ENGENHARIA DE DEFESA, IND E COM LTDA","104.780,00",
22.000.116897.2020,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,19/05/2020,AQUISIÇÃO DE CESTAS BÁSICAS PARA ALUNOS DA REDE ESTADUAL DE ENSINO,32.470.000/0001-41 - MAIS DO DIA SUPERMERCADO LTDA,"48.272.336,20",
25.000.1105564.2020,SECRETARIA DE ESTADO DA SAÚDE,19/05/2020,AQUISIÇÃO DE CONDICIONADORES DE AR PARA O HOSPITAL FRANCISCO BRASILEIRO,02.393.076/0001-50 - UNIMIXX COMERCIO E SERVICOS EIRELI,"145.064,00",
25.000.1305572.2020,SECRETARIA DE ESTADO DA SAÚDE,19/05/2020,CONTRATAÇÃO DE EMP ESPEC P REFORMA E AMPLIAÇÃO DE LEITOS DE INTERNAÇÃO E UTI,30.676.883/0001-15 - GRAMARE CONSTRUÇÕES E SERVIÇOS EIRELI,"328.364,01",
25.000.704572.2020,SECRETARIA DE ESTADO DA SAÚDE,19/05/2020,AQUISIÇÃO EMERGENCIAL DE TERMOCICLADOR PARA PCR,63.067.904/0006-69 - LIFE TECHNOLOGIES BRASIL COMERCIO E IND DE PROD PARA BIOTECNOLOGIA LTDA,"245.000,00",
25.000.705524.2020,SECRETARIA DE ESTADO DA SAÚDE,19/05/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE GASES MEDICINAIS,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"350.143,00",
25.239.000298.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/05/2020,AQUISIÇÃO DE MEDICAMENTOS,03.817.043/0001-52 - PHARMAPLUS  LTDA,"734,00",
25.239.000299.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/05/2020,AQUISIÇÃO DE MEDICAMENTOS,12.882.932/0001-94 - EXOMED REPRESENTACAO DE MEDICAMENTOS LTDA,"126.770,00",
25.239.000302.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/05/2020,SOFTWARE DE GESTÃO HOSPITALAR,01.790.382/0001-67 - VITAI SOLUÇÕES LTDA,"47.040,00",
25.239.000303.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/05/2020,PRESTAÇÃO DE SERVIÇO CONTRATAÇÃO DE LINK,08.720.054/0001-33 - INORPEL INDUSTRIA NORDESTINA DE PRODUTOS ELETRICOS LTDA,"15.000,00",
25.239.000305.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/05/2020,OUTSOURCING DE  IMPRESSORAS,09.156.195/0001-38 - ALFAPRINT SOLUCOES LTDA,"40.200,00",
25.239.000306.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/05/2020,SISTEMA DE INFORMAÇÃO RADIOLOGICA,11.320.982/0001-15 - INOVAPAR,"27.000,00",
25.239.000310.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,19/05/2020,AQUISIÇÃO DE MEDICAMENTOS,12.882.932/0001-94 - EXOMED REPRESENTACAO DE MEDICAMENTOS LTDA,"17.016,00",
25.000.1404508.2020,SECRETARIA DE ESTADO DA SAÚDE,20/05/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"3.272,40",
25.000.1505551.2020,SECRETARIA DE ESTADO DA SAÚDE,20/05/2020,"CONTRAT. EMERG.  DE SERV. DE MANUT. PREVENTIVA, CORRETIVA E CALIBRACAO, EM EQUIP. DA MARCA MAQUET",13.272.584/0001-04 - RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,"538.200,00",
25.000.405519.2020,SECRETARIA DE ESTADO DA SAÚDE,20/05/2020,AQUISIÇÃO EMERGENCIAL DE CONDICIONADORES DE AR TIPO SPLIT ,02.393.076/0001-50 - UNIMIXX COMERCIO E SERVICOS EIRELI,"100.514,00",
25.237.000039.2020,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),20/05/2020,PRESTAÇÃO DE SERVIÇOS DE EXAMES LABORATORIAIS,10.485.989/0001-24 - MEDICAL CENTER- COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA - ME,"179.988,00",
25.239.000309.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,20/05/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,17.018.554/0001-19 - VLADMIR DE MATOS LEITÃO - ME,"3.600,00",
25.000.1105570.2020,SECRETARIA DE ESTADO DA SAÚDE,21/05/2020,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,24.525.869/0001-18 - CONTERMO CONSTRUÇOES E SERVIÇOS LTDA,"322.375,25",
25.000.1505552.2020,SECRETARIA DE ESTADO DA SAÚDE,21/05/2020,AQUISIÇÃO DE EQUIPAMENTOS TIPO CENTRÍFUGA PARA MICROTUBOS,61.012.811/0001-05 - NOVA TECNICA INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA LABORATORIO LTDA - EPP,"26.700,00",
25.000.2204604.2020,SECRETARIA DE ESTADO DA SAÚDE,21/05/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267 MG),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"241.461,00",
25.000.2403560.2020,SECRETARIA DE ESTADO DA SAÚDE,21/05/2020, EMERGENCIAL DE EQUIPAMENTOS E MATERIAIS DE INFORMÁTICA,16.501.916/0001-65 - ELETROPEÇAS TI COMERCIAL EIRELLI - ME,"18.990,00",
25.239.000318.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,21/05/2020,BATERIA PARA ELETROCARDIÓGRAFO,32.311.246/0001-70 - MORIAH,"3.520,00",
25.239.000320.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,21/05/2020,MATERIAL HOSPITALAR,23.648.203/0001-94 - SAMED,"9.550,00",
30.000.940999.2020,ENCARGOS GERAIS DO ESTADO,21/05/2020,LOCAÇÃO DE IMÓVEL SEDE DA 5° GERÊNCIA REGIONAL DA EDUCAÇÃO EM MONTEIRO-PB,536.993.514-91 - VILSON AMBRÓSIO DE LIRA,"4.000,00",
25.213.000187.2020R1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,22/05/2020,"AQUISIÇÃO DE REAGENTES, COM O FORNECIMENTO DE EQUIPAMENTOS LABORATORIAIS EM REGIME DE COMODATO",07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"249.459,60",
25.237.000041.2020,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),23/05/2020,TESTE DE GASOMETRIA ARTERIAL COM GASOMETRO EM COMODATO,01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"53.985,00",
25.237.000042.2020,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),23/05/2020,FRANQUIA DE FOTOCOPIADORAS,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,"2.680,00",
22.204.000814.2020,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,26/05/2020, LOCAÇÃO DE UM IMÓVEL COMERCIAL ,251.865.824-68 - IVAN FARIAS FILHO,"102.000,00",
25.000.605555.2020,SECRETARIA DE ESTADO DA SAÚDE,26/05/2020,CONTRAT. EMERG. DE EMPRESA PARA PREST. DE SERV. DE LOCAÇÃO E INSTALAÇÃO DE USINA DE GASES MEDICINAIS,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"1.209.432,00",
25.216.000636.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,26/05/2020,AQUISIÇÃO DE MEDICAMENTOS ESPECÍFICOS PARA ALA COVID-19,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","308.190,00",
25.239.000325.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2020,MATERIAL HOSPITALAR HIGIENIZAÇÃO,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,"6.543,45",
25.239.000340.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2020,AQUISIÇÃO DE MEDICAMENTOS,11.260.846/0001-87 - ANBIOTON IMPORTADORA LTDA,"285.420,00",
25.239.000341.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2020,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"309.133,00",
15.201.000681.2020R1,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,27/05/2020,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE TRATAMENTO DE ÁGUA.,09.374.014/0001-40 - CASE SERVICOS DE LIMPEZA LTDA - ME,"8.472,00",
25.216.000761.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,27/05/2020,CONTRATAÇÃO DE SERVIÇOS DE RESTAURAÇÃO NA PINTURA DE TOMÓGRAFO ,37.112.971/0001-33 - JOSÉ ALAN DA SILVA CARVALHO,"13.390,00",
25.239.000308.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,27/05/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,11.426.166/0001-90 - DIAGFARMA COMÉRCIO E SERVIÇOS DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA,"32.557,32",
25.239.000327.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,27/05/2020,MATERIAL HOSPITALAR,08.172.474/0001-22 - NEUROSOFT DO BRASIL COM. IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS MEDICOS LTDA,"12.059,00",
25.239.000338.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,27/05/2020,AQUISIÇÃO DE MEDICAMENTOS,09.182.725/0001-12 - ATIVA MEDICO CIRURGICA LTDA.,"27.781,60",
25.239.000342.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,27/05/2020,MATERIAL HOSPITALAR,"13.047.802/0001-07 - REDMED COMERCIO, SERVICOS E LOCACAO LTDA","47.286,00",
25.239.000345.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,27/05/2020,MATERIAL HOSPITALAR,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,"20.237,80",
27.000.001942.2020,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,27/05/2020,CONTRATAÇÃO EMERGENCIAL - 30.000 CESTAS BÁSICAS,24.374.270/0001-20 - MB COMÉRCIO ATACADISTA E VAREJISTA LTDA,"1.468.500,00",
27.000.001952.2020,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,27/05/2020,CONTRATAÇÃO EMERGENCIAL -30 MIL CESTAS BÁSICAS. ,21.391.428/0001-82 - COROA COMERCIO E FRACIONAMENTO DE CEREAIS LTDA EPP,"1.468.500,00",
31.000.000880.2020,"SECRETARIA DE ESTADO DA INFRAESTRUTURA, DOS RECURSOS HÍDRICOS E DO MEIO AMBIENTE",27/05/2020,"CONTRATAÇÃO DE EMPRESA PARA ELABORAÇÃO DOS ESTUDOS,PROJETOS, RECUP.DA BARRAGEM PEDRA LISA",40.610.677/0001-66 - GEOTECNIQUE -CONSULTORIA E ENGENHARIA LTDA,"1.093.895,36",
25.216.000709.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,28/05/2020,AQUISIÇÃO DE MATERIAL ESPECÍFICO PARA A ALA COVID-19 TRAUMA CG,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA - ME,"41.694,71",
25.229.000143.2020,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,29/05/2020,CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS LABORATORIAIS NA UPA 24 HORAS  PRINCESA ISABEL/PB.,10..68.2.5/41/0-00 - GIBSON DE ARAUJO MEDEIROS - BIOCLINICA,"212.773,50",
25.229.000144.2020,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,29/05/2020,SERVIÇO DE FORNECIMENTO DE REFEIÇÕES COMPLETAS PARA UPA 24 HORAS PRINCESA ISABEL/PB.,21.265.730/0001-94 - CASARÃO RESTAURANTE E LANCHONETE,"138.000,00",
25.239.000273.2020R1,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/05/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA,"46.753,00",
25.239.000351.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/05/2020,AQUISIÇÃO DE MEDICAMENTOS,19.349.009/0001-30 - BD DISTRIBUIDORA,"25.974,00",
25.239.000352.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,29/05/2020,AQUISIÇÃO DE MEDICAMENTOS,03.817.043/0001-52 - PHARMAPLUS  LTDA,"343,90",
25.000.605540.2020,SECRETARIA DE ESTADO DA SAÚDE,01/06/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ELTROBOMPAG OLAMINA 25MG E 50MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"173.479,60",
25.000.605541.2020,SECRETARIA DE ESTADO DA SAÚDE,01/06/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENOXAPARINA SÓDICA 80MG/8ML) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"5.938,20",
25.000.805539.2020,SECRETARIA DE ESTADO DA SAÚDE,01/06/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 25.000 UI) ,56.998.701/0033-01 - ABBOTT LABORATÓRIOS DO BRASIL LTDA,"4.820,40",
25.210.000013.2020,SES/HOSPITAL REGIONAL DE PATOS,01/06/2020,AQUISIÇÃO DE GASES MEDICINAIS,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"1.134.922,00",
25.210.000014.2020,SES/HOSPITAL REGIONAL DE PATOS,01/06/2020,SERVIÇO DE DIAGNOSTICO POR IMAGEM,33.803.242/0001-72 - CLINDIMAGEM CLINICA DE DIAGNOSTICO POR IMAGEM EIRELI,"289.999,00",
25.239.000349.2020R3,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,01/06/2020,MATERIAL HOSPITALAR,09.390.408/0001-91 - DMAX - DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA. - EPP,"3.395,00",
25.239.000360.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,01/06/2020,MATERIAL HOSPITALAR,08.675.394/0001-90 - SAFE SUPORTE A VIDA E COMÉRCIO INTERNACIONAL LTDA,"85.500,00",
25.239.000361.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,01/06/2020,AQUISIÇÃO DE MEDICAMENTOS,03.817.043/0001-52 - PHARMAPLUS  LTDA,"430,00",
26.201.005566.2020,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,01/06/2020,AQUISIÇÃO DE 300 (TREZENTOS) PROTETORES EM ACRÍLICO PARA OS GUICHÊS DE ATENDIMENTO,05.956.054/0001-49 - MARCIC IMPRESSOES GRAFICAS LTDA,"100.500,00",
30.000.423234.2020,ENCARGOS GERAIS DO ESTADO,01/06/2020,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM REMIGÍO,504.681.704-72 - ANTONIAO FERREIRA DOS SANTOS,"25.200,00",
25.239.000364.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,02/06/2020,MATERIAL HOSPITALAR,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"282,48",
25.239.000368.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,02/06/2020,AQUISIÇÃO DE MEDICAMENTOS,08.778.268/0055-53 - AMBIOTON IMPORTADORA,"123.024,00",
25.239.000375.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,02/06/2020,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"5.749,00",
25.239.000376.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,02/06/2020,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"278.762,00",
30.000.051636.2020,ENCARGOS GERAIS DO ESTADO,02/06/2020,LOCAÇÃO DE IMÓVEL SEDE DA SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,309.233.604-68 - JOSE WILSON GERMANO DE FIGUEIREDO,"5.400,00",
30.000.419784.2020,ENCARGOS GERAIS DO ESTADO,02/06/2020,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL DE ÁGUA BRANCA,040.547.664-71 - ANTÔNIA MARIA NICOLAU,"800,00",
30.000.430249.2020,ENCARGOS GERAIS DO ESTADO,02/06/2020,LOCAÇÃO DE IMÓVEL ALMOXARIFADO DO NÚCLEO DE SERVIÇOS GERAIS E ARQUIVOS DOCUMENTAIS (NSGAD),24.282.188/0001-76 - JVR PARTICIPAÇÕES E ADMINISTRAÇÃO LTDA,"9.000,00",
25.000.1504602.2020,SECRETARIA DE ESTADO DA SAÚDE,03/06/2020,EMERGENCIAL DE EMPRESA PARA MANUTENÇÃO E ADEQUAÇÃO DAS NOVAS INSTALAÇÕES FÍSICAS DO,"33.444.745/0001-07 - EXATA CONSTRUÇÕES, ENGENHARIA E IMOBILIÁRIA LTDA","329.600,00",
25.000.405569.2020,SECRETARIA DE ESTADO DA SAÚDE,03/06/2020,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS,12.600.168/0001-17 - MOLNLYCKE HEALTH CARE VENDA DE PRODUTOS MEDICOS LTDA,"418.436,18",
25.203.000533.2020R2,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,03/06/2020,CONTRATAÇÃO DE EMPRESA PARA REALIZAR SERVIÇO DE ESTERILIZAÇÃO À BAIXA TEMPERATURA,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA,"142.365,60",
22.201.000520.2020,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,04/06/2020,SERVIÇO DE TERCEIRIO PESSOA JURÍDICA,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"5.250,00",
25.239.000312.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/06/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,18.113.863/0001-30 - EMPATECH - ENGENHARIA PARA O MEIO AMBIENTE LTDA - EPP,"29.301,50",
25.239.000313.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/06/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,07.759.127/0001-38 - FULLTEC INDUSTRIA,"12.800,00",
25.239.000382.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/06/2020,AQUISIÇÃO DE MEDICAMENTOS,02.896.042/0001-88 - REALMED- COM. PROD. MED. HOSPITALARES LTDA,"16.554,00",
25.239.000384.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/06/2020,AQUISIÇÃO DE MEDICAMENTOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"5.524,00",
25.239.000388.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/06/2020,AQUISIÇÃO DE MEDICAMENTOS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","2.409,00",
