Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
30.000.023449.2021,ENCARGOS GERAIS DO ESTADO,24/03/2021,LOCAÇÃO DE IMÓVEL CORREGEDORIA GERAL DA SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL - COGER,10.668.653/0001-05 - ARQUITETIC CONSTRUÇÕES E INCORPORAÇÕES LTDA,"27.996,60"
30.000.277481.2021,ENCARGOS GERAIS DO ESTADO,24/03/2021,LOCAÇÃO DE IMÓVEL GALPÃO DE ARQUIVOS MÉDICOS E ESTATÍSTICOS - SAME,24.282.188/0001-76 - JVR PARTICIPAÇÕES E ADMINISTRAÇÃO LTDA,"11.900,00"
25.000.1011617.2021,SECRETARIA DE ESTADO DA SAÚDE,25/03/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA REALIZAÇÃO DO EXAME DE AVALIAÇÃO POR CARIÓTIPO,17.332.175/0001-07 - VIA DIAGNOSTICO LTDA,"750,00"
25.213.000185.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,25/03/2021,AQUISIÇÃO DE TESTES PARA GASOMETRIA,01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"134.760,00"
25.239.000114.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,25/03/2021,MATERIAL HOSPITALAR OPME,05.267.928/0006-65 - GOLDMEDIC PRODUTOS MEDICOS HOSPITALARES LTDA - ME,"1.200,00"
25.000.2511615.2021,SECRETARIA DE ESTADO DA SAÚDE,26/03/2021,AQUISIÇÃO EMERGENCIAL DE APARELHO BIPAP ,10.363.221/0001-88 - ESPERANÇA E COMERCIO E REPRESENTAÇÃO LTDA,"7.200,00"
25.216.000034.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,26/03/2021,MANUTENÇÃO EM BISTURIS ELÉTRICOS EM CARÁTER EMERGENCIAL,36.955.189/0001-13 - ALINE DE SOUZA BEZERRA FERREIRA EIRELI,"37.800,00"
25.901.000020.2021,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,26/03/2021,MATERIAL MÉDICO E DE LABORATÓRIO,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI - ME,"428.972,25"
25.000.2502534.2021,SECRETARIA DE ESTADO DA SAÚDE,29/03/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE HOMECARE ,33.765.573/0001-65 - HOME CARE E CLINICA JK EPP,"162.000,00"
25.220.000118.2021,SES/HOSPITAL DISTRITAL DE POMBAL,29/03/2021,AQUISIÇÃO DE LUVAS E TOUCAS PARA ALA COVID-19,23.902.222/0001-03 - WILLIAM STEFANINI DE ALMEIDA - ME,"54.588,00"
25.220.000119.2021,SES/HOSPITAL DISTRITAL DE POMBAL,29/03/2021,AQUISIÇÃO DE MEDICAMENTOS INJETÁVEIS PARA ALA COVID-19,23.902.222/0001-03 - WILLIAM STEFANINI DE ALMEIDA - ME,"44.553,00"
25.000.1103573.2021,SECRETARIA DE ESTADO DA SAÚDE,30/03/2021,"AQUISIÇÃO EMERGENCIAL DE ASPIRADOR CIRÚRGICO, ELETROCARDIÓGRAFO, OXÍMETRO E CARDIOVERSOR ",13.272.584/0001-04 - RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,"849.100,00"
25.000.403585.2021,SECRETARIA DE ESTADO DA SAÚDE,30/03/2021,AQUISIÇÃO EMERGENCIAL DE BELICHES EM AÇO,02.393.076/0001-50 - UNIMIXX COMERCIO E SERVICOS EIRELI,"161.245,00"
25.215.000048.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,30/03/2021,SERVIÇO DE LOCAÇÃO DE USINA DE AR MEDICINAL E UNIDADE GERADORA DE VÁCUO,"18.791.322/0001-61 - PHARMAGAS COMERCIO , SERVICOS, IMPORTACAO E EXPORTACAO LTDA","119.700,00"
25.216.000429.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,30/03/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DESTINADO AO COMBATE AO COVID 19,19.125.796/0001-37 - NORDMARKET COMERCIO DE PRODUTOS HOSPITALARES LTDA,"1.053.932,05"
25.216.000013.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,31/03/2021,AQUISIÇÃO DE NUTRIÇÃO ENTERAL EM CARÁTER EMERGENCIAL,16.925.732/0001-22 -  COMERCIO VAREJISTA DE PRODUTOS NUTRICIONAIS E CUIDADOS MEDICOS HOSPITALARES LTDA,"409.182,27"
25.240.000068.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,31/03/2021,LOCAÇÃO E INSTALAÇÃO DE CONTÊINERES DE ESCRITÓRIO DESTINADA AO COMBATE AO COVID-19.,70.131.974/0001-90 - ALEXANDRE CAROCA,"11.399,94"
27.000.002120.2021,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,1/4/2021,AQUISIÇÃO EMERGENCIAL E DISTRIBUIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA AUXILIAR NO COMBATE A COVID-19 ,08.028.642/0001-00 - COOPERATIVA DOS PRODUTORES DA AGRICULTURA FAMILIAR DA PARAÍBA,"2.598.470,00"
25.000.1003572.2021,SECRETARIA DE ESTADO DA SAÚDE,5/4/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RIVAROXABANA 20MG) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"18.439,68"
25.000.2601584.2021,SECRETARIA DE ESTADO DA SAÚDE,5/4/2021,"CONT EMER DE EMP P LOC DE USINA DE GASES MED COM FORNEC DE OXIG MEDI, AR COMPRI MED E VÁCUO CLÍN",05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"1.281.600,00"
25.000.903570.2021,SECRETARIA DE ESTADO DA SAÚDE,5/4/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MIRTAZAPINA 30MG),30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"532,80"
25.215.000052.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,5/4/2021,AQUISIÇÃO DE SISTEMA FECHADO DE ASPIRAÇÃO E ARMAZENAGEM DE FLUIDOS CORPÓREOS PARA COMBATE À COVID-19,08.747.635/0001-69 - ROSS MEDICAL LTDA,"126.000,00"
25.215.000054.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,5/4/2021,SERVIÇO DE LOCAÇÃO DE ESTRUTURA MÓVEL PARA SERVIÇO ADMINISTRATIVO PARA COMBATE À COVID-19,04.203.988/0001-47 - JSL LOCAÇÕES E MONTAGENS EIRELI,"371.120,40"
25.216.002572.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,5/4/2021,SERVIÇO DE AMPLIAÇÃO E REFORMA EM REDE DE GASES MEDICINAIS DESTINADO AO COMBATE DO COVID-19,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"35.126,00"
25.237.000009.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),5/4/2021,SERVIÇO DE LABORATÓRIO ,10.485.989/0001-25 - VESCIA MARIA FERNANDES DUARTE EIRELI,"40.000,00"
25.238.000028.2021,SES/HOSPITAL GERAL DE MAMANGUAPE,5/4/2021,LOCAÇÃO  DE DIGITALIZADOR  CR - 180 DIAS,09.420.486/0001-91 - UNIVEN HEALTHCARE LTDA,"25.200,00"
25.238.000029.2021,SES/HOSPITAL GERAL DE MAMANGUAPE,5/4/2021,AQUISIÇÃO DE TECIDO - ABRIL 2021,19.752.596/0001-04 - CENTER COMERCIAL FORMIGA LTDA,"58.402,00"
25.239.000137.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,5/4/2021,MATERIAL HOSPITALAR OPME,11.278.315/0001-11 - PROMED MATERIAIS CIRURGICOS LTDA,"21.100,00"
25.240.000069.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,5/4/2021,SERVIÇO DE LOCAÇÃO DE RAIO X E DIGITALIZADOR DE IMAGENS CR DESTINADO AO COMBATE AO COVID-19.,01.141.468/0001-69 - MEDCALL COMERCIO E SERVIÇOS DE EQUIPAMENTOS MÉDICOS LTDA,"81.600,00"
15.201.000115.2021,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,6/4/2021,EMERGENCIAL DE AR CONDICIONADOS ,08.449.096/0001-81 - CANAPU COMERCIO DE DISTRIBUIÇÃO,"56.262,00"
25.220.000121.2021,SES/HOSPITAL DISTRITAL DE POMBAL,6/4/2021,LOCAÇÃO DE ARCO CIRÚRGICO,26.079.287/0001-80 - CLINICA MEDICA GERAL E ESPECIALIZADA - SERVICE SAUDE LTDA,"72.000,00"
23.901.000015.2021,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,7/4/2021,AQUISIÇÃO DE MATERIAIS DE CONSUMO DE APH PARA O EFETIVO DO CBMPB,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI - ME,"105.856,00"
25.000.2202514.2021,SECRETARIA DE ESTADO DA SAÚDE,7/4/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,17.927.970/0001-30 - TRANSVIDA SERVIÇOS DE FORN. DE INFRA-EST. DE APOIO E ASSIST. A PAC. NO DOMICILIO EIRELI,"128.700,00"
25.216.000463.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,7/4/2021,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO (PACOVID-19),38.308.355/0001-15 - M&M COMÉRCIO VAREJISTA DE SANEANTES EIRELI,"29.381,04"
25.216.000464.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,7/4/2021,SERVIÇO DE MANUTENÇÃO  EM TUBULAÇÕES DE GASES MEDICINAIS EM CARÁTER EMERGENCIAL,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"202.410,00"
25.216.000465.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,7/4/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,01.437.707/0001-22 - SCITECH PRODUTOS MEDICOS SA,"538.740,00"
25.229.000097.2021,SES/HOSPITAL REGIONAL WENCESLAU LOPES - PIANCO,7/4/2021,OBRAS DE ENGENHARIA PARA ADEQUAÇÃO DA ENTRADA DE ENERGIA E INSTALAÇÕES ELETRICAS DO HRWL,24.510.984/0001-19 - CESNA CONSTRUÇÕES E SERVIÇOS EM GERAL LTDA,"252.433,88"
25.237.000032.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),7/4/2021,LOCAÇÃO DE USINA DE AR COMPRIMIDO MEDICINAL,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"29.000,00"
25.238.000030.2021,SES/HOSPITAL GERAL DE MAMANGUAPE,7/4/2021,LOCAÇÃO DE CONTAINER -,04.829.970/0001-55 - JOSE DA SILVA ARAUJO FILMAGEM - ME,"50.400,00"
25.239.000139.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,7/4/2021,AQUISICAO DE MATERIAIS HOSPITALARES,29.992.682/0001-48 - ECOMED COMERCIO DE PRODUTOS MEDICOS LTDA,"187.069,44"
25.240.000029.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,7/4/2021,CONTRATO DE FORNECIMENTO DE REFEIÇÕES DESTINADO AO COMBATE AO COVID-19.,39.268.359/0001-80 - J&M BAR RESTAURANTE E EVENTOS LTDA,"774.930,00"
25.240.000067.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,7/4/2021,AQUISIÇÃO DE INSUMOS E REAGENTES DESTINADA AO COMBATE AO COVID-19.,10.833.520/0001-39 - CIDALAB COMERCIO DE ARTIGOS LABORATORIAIS E HOSPITALARES LTDA - ME,"10.026,00"
23.901.000017.2021,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,8/4/2021,AQUISIÇÃO DE ÁGUA MINERAL PARA O 3º COMANDO REGIONAL DO CBMPB,34.720.190/0001-33 - ALESSANDRO JOSE DE MEDEIROS PEREIRA,"23.628,00"
25.000.2201542.2021,SECRETARIA DE ESTADO DA SAÚDE,8/4/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DASATINIBE 100MG) ,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"55.339,20"
25.000.2202507.2021,SECRETARIA DE ESTADO DA SAÚDE,8/4/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE HOMECARE ,Razão Social não encontrada,"128.700,00"
25.234.000014.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,8/4/2021,CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO E ASSISTÊNCIA TÉCNICA APARELHOS DE AR CONDICIONADOS,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"5.500,00"
25.239.000138.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,8/4/2021,AQUISICAO DE ACESSORIO PARA VENTILADOR PULMONAR,"13.047.802/0001-07 - REDMED COMERCIO, SERVICOS E LOCACAO LTDA","30.036,70"
30.000.293630.2021,ENCARGOS GERAIS DO ESTADO,8/4/2021,LOCAÇÃO DE IMÓVEL FUNDAC,12.610.267/0001-80 - CASA FORTE ENGENHARIA LTDA,"12.000,00"
32.000.800014.2021,SECRETARIA DE ESTADO DO DESENVOLVIMENTO DA AGROPECUÁRIA E DA PESCA,8/4/2021,SERVIÇOS,02.168.943/0001-53 - FUND. DE EDUC. TEC. E CULTURAL DA PARAIBA FUNETEC-PB,"54.900,00"
22.000.004327.2021,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,9/4/2021,AQUISIÇÃO DE CESTAS BÁSICAS PARA ALUNOS DA REDE ESTADUAL DE ENSINO,21.382.807/0001-06 - PN COMÉRCIO E INDÚSTRIA DE MILHO E RAÇÕES LTDA,"55.391.346,28"
25.000.103582.2021,SECRETARIA DE ESTADO DA SAÚDE,9/4/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULA ENTERAL,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"185.736,00"
25.000.103583.2021,SECRETARIA DE ESTADO DA SAÚDE,9/4/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (SOMATROPINA EM VÁRIAS APRESENTAÇÕES) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"80.280,00"
25.000.2210532.2021,SECRETARIA DE ESTADO DA SAÚDE,9/4/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"14.475,60"
25.000.2402535.2021,SECRETARIA DE ESTADO DA SAÚDE,9/4/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (HILANO GF-20 08MG/ML SOLUÇÃO INJETÁVEL),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"2.768,28"
25.234.000015.2021,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,9/4/2021,MANUTENÇÃO PREVENTIVA E CORRETIVA DOS APARELHOS DE REFRIGERAÇÃO,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"7.200,00"
30.000.099931.2021,ENCARGOS GERAIS DO ESTADO,9/4/2021,LOCAÇÃO DE IMÓVEL SECRETARIA EXECUTIVA DE SEGURANÇA ALIMENTAR E ECONOMIA SOLIDÁRIA,951.309.504-53 - VANESSA ARAÚJO TOSCANO DE BRITO,"8.100,00"
25.215.000057.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,12/4/2021,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO PARA COMBATE À COVID-19,29.619.153/0001-01 - JEMM COMERCIO DE MATERIAL DE CONTRUÇÃO LTDA,"103.748,30"
25.215.000058.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,12/4/2021,SERVIÇO DE CONSTRUÇÃO DE FORRO EM GESSO PARA REFORMA PREDIAL PARA COMBATE À COVID-19,34.773.491/0001-25 - C N COMERCIO E SERVIÇO DE PISO VINILICO LTDA,"40.770,00"
30.000.027905.2021,ENCARGOS GERAIS DO ESTADO,12/4/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM PILAR,,
25.000.1603561.2021,SECRETARIA DE ESTADO DA SAÚDE,13/04/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,22.456.300/0001-12 - TSM AUTOMAÇÃO E SERVIÇOS EIRELI - ME,"257.810,00"
25.203.002006.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,13/04/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS - 1,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"295.149,60"
25.220.000122.2021,SES/HOSPITAL DISTRITAL DE POMBAL,13/04/2021,AQUISIÇÃO DE REAGENTES PARA GASOMETRIA PARA ALA COVID-19.,05.731.550/0001-02 - WEBMED SOLUÇÕES EM SAÚDE EIRELI,"38.403,00"
25.240.000079.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,13/04/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DESTINADA AO COMBATE AO COVID-19.,09.074.443/0002-82 - MSA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA - EPP,"188.858,00"
25.240.000080.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,13/04/2021,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE DESTINADA AO COMBATE AO COVID-19.,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,"113.247,20"
25.240.000081.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,13/04/2021,AQUISIÇÃO DE MATERIAL GRÁFICO.,37.551.250/0001-20 - NIVALDO FERREIRA DOS SANTOS JÚNIOR,"87.148,50"
25.240.000082.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,13/04/2021,AQUISIÇÃO DE MATERIAL DESCARTÁVEL DESTINADA AO COMBATE AO COVID-19.,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,"100.301,90"
28.000.000022.2021,PROJETO COOPERAR,13/04/2021,CONTRATAÇÃO DA CODATA P/ PRESTAR SERVIÇOS AO PROJETO COOPERAR/PB,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"25.200,00"
22.204.004780.2021,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,14/04/2021,AQUISIÇÃO DE MATERIAL PERMANENTE PARA O CONVÊNIO FEDERAL Nº 797781/2013,10.833.520/0001-39 - CIDALAB COMERCIO DE ARTIGOS LABORATORIAIS E HOSPITALARES LTDA - ME,"8.550,00"
25.000.1503664.2021,SECRETARIA DE ESTADO DA SAÚDE,14/04/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DUPILUMABE 300 MG SOLUÇÃO INJETÁVEL) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"349.034,56"
25.203.000330.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,14/04/2021,"AQUISIÇÃO EMERGENCIAL DE MIDAZOLAM, NOREPINEFRINA, TERBUTALINA E OMEPRAZOL - COMBATE AO COVID-19",38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"1.330.650,00"
25.203.000590.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,14/04/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE APARELHOS BIPAP,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"63.199,80"
25.216.000015.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,14/04/2021,AQUISIÇÃO DE COLCHÃO PARA CAMA HOSPITALAR EM CARÁTER EMERGENCIAL,32.227.049/0001-78 - JESSICA LUISI DA SILVA,"31.125,00"
25.216.000596.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,14/04/2021,AQUISIÇÃO DE NUTRIÇÃO PARENTERAL EM CARATER EMERGENCIAL,03.149.182/0001-55 - CLINUTRI LTDA.,"566.250,00"
25.237.000014.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),14/04/2021,CONTRATAÇÃO DE EMPRESA ESÉCIALIZADA NEM DESINFECÇÃO E DEDETIZAÇÃO,11.400.623/0001-78 - CARREIRO SAUDE AMBIENTAL,"36.210.200,00"
25.238.000033.2021,SES/HOSPITAL GERAL DE MAMANGUAPE,14/04/2021,CONTRATO-AQUISIÇÃO DE INSUMOS E EQUIPAMENTOS LABORATORIAIS,18.032.947/0001-40 - BRASILAB PRODUTOS E SERVIÇOS LABORATORIAIS LTDA,"379.227,00"
30.000.078294.2021,ENCARGOS GERAIS DO ESTADO,14/04/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM MULUNGU,439.503.704-63 - ALDA LUCIA DA SILVA,"332,00"
31.203.000033.2021,SEIE/COMPANHIA DOCAS DA PARAÍBA,14/04/2021,CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE 02 (DOIS) CAMINHÕES-PIPA COM BOMBA DE INCÊNDIO ,32.245.683/0001-33 - CARLOS ROBERTO FERNANDES DA COSTA,"102.000,00"
25.205.011620.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,15/04/2021,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"350.094,00"
25.239.000142.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,15/04/2021,AQUISIÇÃO DE MATERIAL PARA CME,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"31.040,00"
24.000.001761.2021,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,16/04/2021,CARNES,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA,"5.359.331,31"
25.213.000293.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,16/04/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE EXAMES LABORATORIAIS,09.199.878/0001-72 - LACIL - LABORATORIO DE ANALISES CLINICAS DR. ISAAC LORDAO LTDA,"401.988,90"
25.239.000145.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,16/04/2021,MATERIAL HOSPITALAR OPME,27.938.961/0001-06 - BEMMED DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR EIRELI,"11.800,00"
25.239.000146.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,16/04/2021,MATERIAL HOSPITALAR OPME,11.278.315/0001-11 - PROMED MATERIAIS CIRURGICOS LTDA,"9.800,00"
25.240.000084.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,16/04/2021,CONTRATAÇÃO DE SERVIÇO DE OUTSOURCING DE IMPRESSÃO DESTINADA AO COMBATE AO COVID-19.,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"53.250,00"
25.240.000086.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,16/04/2021,AQUISIÇÃO DE CUFFÔMETRO DESTINADA AO COMBATE AO COVID-19.,22.408.118/0001-96 - BIOPULSE BRASIL EIRELI,"20.486,70"
25.240.000090.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,16/04/2021,CONTRATAÇÃO DO SERVIÇO DE ESTERELIZAÇÃO DESTINADA AO COMBATE AO COVID-19.,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA,"468.000,00"
29.000.000007.2021,SECRETARIA DE ESTADO DA COMUNICAÇÃO INSTITUCIONAL,16/04/2021,SERVIÇO DE PROCESSAMENTO DE DADOS,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"62.400,00"
25.000.2411609.2021,SECRETARIA DE ESTADO DA SAÚDE,19/04/2021,AQUISIÇÃO EMRGENCIAL DE PRÓTESE CUSTOMIZADA DE RECONSTRUÇÃO MANDIBULAR ,11.278.315/0001-11 - PROMED MATERIAIS CIRURGICOS LTDA,"115.000,00"
25.000.2503533.2021,SECRETARIA DE ESTADO DA SAÚDE,19/04/2021,CONTRATAÇÃO EMERGENCIAL DE FÓRMULA,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","1.259,64"
25.000.902622.2021,SECRETARIA DE ESTADO DA SAÚDE,20/04/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"1.044.926,70"
25.205.011676.2021,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,20/04/2021,AQUISIÇÃO DE MATERIAL DESCARTÁVEL,26.504.090/0001-41 - ALBERTO DANTAS,"79.930,40"
25.216.000032.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,20/04/2021,AQUISIÇÃO DE MEDICAMENTO EM CARÁTER EMERGENCIAL,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","3.699.436,20"
25.240.000002.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,20/04/2021,AQUISIÇÃO DE ÁGUA MINERAL DESTINADA AO COMBATE AO COVID-19. ,03.977.181/0001-07 - PLATINA MINERAL LTDA,"19.160,00"
25.000.2403569.2021,SECRETARIA DE ESTADO DA SAÚDE,21/04/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (NEOFORTE 400GR) ,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"8.211,00"
25.216.000014.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,21/04/2021,SERVIÇO DE MANUTENÇÃO EM COIFAS EM CARÁTER EMERGENCIAL ,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"19.200,00"
25.216.000019.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,21/04/2021,AQUISIÇÃO DE MATERIAL DE AVIAMENTO EM CARÁTER EMERGENCIAL,32.227.049/0001-78 - TENDTUDO SOLUÇÕES & REPRESENTAÇÕES,"450.482,80"
25.239.000153.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,21/04/2021,AQUISICAO DE MEDICAMENTOS,08.719.794/0001-50 - CENTRAL DISTRIBUIDORA DE MEDICAMENTOS LTDA,"34.200,00"
25.239.000154.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,21/04/2021,AQUISICAO DE MEDICAMENTOS,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"1.906.146,00"
