Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
25.000.000512.2023,SECRETARIA DE ESTADO DA SAÚDE,17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZIMA 1000 MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"45.828,72"
25.000.000695.2023,SECRETARIA DE ESTADO DA SAÚDE,17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"120.682,75"
25.000.001083.2023,SECRETARIA DE ESTADO DA SAÚDE,17/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ÁCIDO URSODESOXICÓLICO 300 MG),35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA,"66.708,00"
25.206.000091.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,17/03/2023,AQUISIÇÃO DE TECIDOS,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"55.240,00"
26.000.000892.2023,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,17/03/2023,AQUISIÇÃO DE CADEIRA ODONTOLÓGICA PARA O NÚCLEO DE SAÚDE OCUPACIONAL DA SESDS,32.623.023/0001-49 - GENILDO G. DA SILVA VENDAS DE EQUIPAMENTOS ODONTOLÓGICOS,"42.200,00"
27.000.001273.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,17/03/2023,"FORNECIMENTO DE PASSAGEM AÉREA, IDA E VOLTA, PARA QUAISQUER CIDADES DOS ESTADOS. ",11.902.871/0001-17 - APOIOTUR VIAGENS E TURISMO LTDA,"5.992,94"
27.000.001562.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,17/03/2023,CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS GRÁFICOS.,41.570.283/0001-94 - S D COMERCIO DE ARTIGOS DE BRINDES E SERVICOS GRAFICOS LTDA,"6.960,00"
23.901.000021.2023,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,20/03/2023,AQUISIÇÃO DE BELICHE PARA A ABMAP,33.737.137/0001-82 - PONTUAL COMERCIO DE MOVEIS PARA ESCRITORIO LTDA,"29.750,00"
25.000.000503.2023,SECRETARIA DE ESTADO DA SAÚDE,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"61.430,40"
25.000.000505.2023,SECRETARIA DE ESTADO DA SAÚDE,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"2.151.475,20"
25.000.000513.2023,SECRETARIA DE ESTADO DA SAÚDE,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"52.428,60"
25.000.000514.2023,SECRETARIA DE ESTADO DA SAÚDE,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"108.652,50"
25.000.000710.2023,SECRETARIA DE ESTADO DA SAÚDE,20/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"177.769,84"
25.204.000030.2023,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,20/03/2023,AQUISIÇÃO DE MEDICAMENTO CLÍNICO ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","70.836,55"
25.206.000111.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,20/03/2023,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR,40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA,"277.615,92"
25.206.000112.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,20/03/2023,AQUISIÇÃO DE MATERIAIS DE HIGIENE E LIMPEZA,41.558.421/0001-10 - PROLIMP SOLUCOES COMERCIO E SERVICOS DE LIMPEZA E MANUTENCAO LTDA,"83.656,00"
25.206.000113.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,20/03/2023,AQUISIÇÃO DE HORTIFRUTIGRANJEIROS,00.301.402/0001-26 - MARIA DE FATIMA SILVA SOUZA,"38.664,93"
25.234.000011.2023,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,20/03/2023,"CONTRATAÇÃO EMP. P/ INSTAL.COBERTURA METÁLICA, REMOÇÃO DA EXISTENTE, CONFEC INSTAL DE CORTINA RET.",12.495.568/0001-00 - RIBEIRO & SILVA CONSTRUCOES LTDA - ME,"44.490,00"
25.234.000012.2023,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,20/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA IMPERMEABILIZAÇÃO DA LAJE EXPOSITIVA DO LACEN/PB,12.495.568/0001-00 - RIBEIRO & SILVA CONSTRUCOES LTDA - ME,"14.199,00"
31.202.000979.2023,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,20/03/2023,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,01.524.633/0001-61 - HOZANA MARIA TEIXEIRA MARQUES LIRA,"48.460,96"
31.207.000010.2023,SECTMA/FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA,20/03/2023,AQUISIÇÃO DE MATERIAL PERMANENTE - MATERIAL DE INFORMÁTICA,Razão Social não encontrada,"28.580,00"
25.000.007008.2023,SECRETARIA DE ESTADO DA SAÚDE,21/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,44.634.275/0001-52 - MONTENEGRO E NAARA SERVICOS EM SAUDE HOMECARE LTDA - ME,"134.028,00"
25.202.000065.2023,SES/AGÊNCIA ESTADUAL DE VIGILÂNCIA SANITÁRIA,21/03/2023,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,"11.760,90"
25.206.000114.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,21/03/2023,AQUISIÇÃO DE MEDICAMENTOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"220.951,90"
25.213.000153.2023,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,21/03/2023,SERVIÇOS GRÁFICOS ,06.203.898/0001-81 - TALITO ROSSI ANACLETO E ANDRADE,"259.436,00"
25.213.000157.2023,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,21/03/2023,MATERIAIS DE HIGIENIZAÇÃO E MATERIAIS DE LIMPEZA.,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,"187.829,82"
25.213.000158.2023,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,21/03/2023,MATERIAL DE EXPEDIENTE,Razão Social não encontrada,"134.426,62"
25.213.000162.2023,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,21/03/2023,MATERIAIS DE ROUPARIA E COSTURA,19.752.596/0001-04 - CENTER COMERCIAL FORMIGA LTDA,"234.315,50"
25.237.000117.2023,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),21/03/2023,AQUISICAO DE HORTIFRUTIGRANJEIROS SES-PRC-2023/03336,00.248.741/0001-96 - JOSE CLAUDIVAN DE OLIVEIRA,"195.037,00"
38.000.000053.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,21/03/2023,AQUISIÇÃO - COMPRA DIREITA - MATERIAL GRÁFICO PERSONALIZADO - PRONTUÁRIO E BIC ,02.657.445/0001-74 - CLAUDINES PEREIRA,"21.720,00"
21.205.000084.2023,SETDE/JUNTA COMERCIAL DO ESTADO DA PARAIBA,22/03/2023,CONTRATAÇÃO DO SISTEMA PBDOC,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"34.160,00"
25.000.000137.2023,SECRETARIA DE ESTADO DA SAÚDE,22/03/2023, MEDICAMENTOS (RITUXIMABE 10 ML/ML FRASCOS COM 10ML E COM 50ML) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"733.810,00"
25.000.000525.2023,SECRETARIA DE ESTADO DA SAÚDE,22/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,"73.856.593/0001-66 - PRATI, DONADUZZI & CIA LTDA","58.388,40"
25.227.003141.2023,SES/HOSPITAL GERAL DE QUEIMADAS - QUEIMADAS,22/03/2023,AQUISIÇÃO DE GASES MEDICINAIS,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"194.883,05"
25.240.000128.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,22/03/2023,SERVIÇO DE POSTO DE VIGILÂNCIA ARMADA,08.705.015/0001-67 - WEIDER SEGURANCA PRIVADA EIRELI,"223.264,08"
25.250.000227.2023,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,22/03/2023,AQUISIÇÃO DE MATERIAL ODONTOLÓGICO,34.698.454/0001-08 - DENTALMED PRODUTOS PARA SAUDE LTDA.,"28.654,65"
25.000.000141.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023, MEDICAMENTO (SULFATO DE SELUMETINIBE 10MG) ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"1.301.925,30"
25.000.000297.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"478.051,20"
25.000.000298.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"86.616,00"
25.000.000604.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.375.000,00"
25.000.000795.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023, MEDICAMENTO (OCRELIZUMABE 30MG/ML) ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"1.090.017,00"
25.000.001084.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023, MEDICAMENTO (TRASTUZUMABE 150MG),04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"75.200,00"
25.000.007353.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,15.145.035/0001-96 - RIOBAHIAFARMA COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS E COSMETICOS LTDA,"164.940,00"
25.000.012635.2023,SECRETARIA DE ESTADO DA SAÚDE,23/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"186.768,00"
25.301.000014.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,23/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO E RECARGA DE EXTINTORES,23.665.591/0001-11 - MARIA RIZOMAR SANTOS DE OLIVEIRA,"2.124,00"
22.000.010956.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,24/03/2023,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (CASA DO ESTUDANTE - EMERGENCIAL),44.305.924/0001-71 - RD COMERCIO DE ALIMENTOS E CESTAS BÁSICA LTDA,"38.016,74"
22.000.011542.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,24/03/2023,AQUISIÇÃO DE COLA INSTANTÂNEA COM 20 GRAMAS,44.305.924/0001-71 - RD COMÉRCIO DE ALIMENTOS E CESTAS BÁSICAS LTDA,"2.200,00"
25.206.000124.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/03/2023,AQUISIÇÃO DE EQUIPO PARA BOMBA DE INFUSÃO,02.357.251/0001-53 - LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MÉDICOS E HOSPITALARES S.A,"44.700,00"
25.206.000128.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/03/2023,AQUISIÇÃO DE DIETA PARENTERAL,03.149.182/0001-55 - CLINUTRI LTDA.,"226.140,00"
25.206.000129.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,24/03/2023,SERVIÇO DE MANUTENÇÃO EM AR CONDICIONADOS,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"109.230,00"
25.240.000138.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/03/2023,LOCAÇÃO DE SERVIÇO DE PONTO ELETRÔNICO BIOMÉTRICO,17.018.554/0001-19 - VLADMIR DE MATOS LEITÃO - ME,"9.096,00"
25.000.000409.2023,SECRETARIA DE ESTADO DA SAÚDE,27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20 MG),04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"582.822,00"
25.000.000515.2023,SECRETARIA DE ESTADO DA SAÚDE,27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZIMA 400 MG,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"69.615,00"
25.000.000889.2023,SECRETARIA DE ESTADO DA SAÚDE,27/03/2023, MEDICAMENTO (DENOSUMABE 60MG/ML) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"867.510,00"
25.000.012428.2023,SECRETARIA DE ESTADO DA SAÚDE,27/03/2023,AQUISIÇÃO DE COPOS DESCARTAVEIS PARA A SEDH E SEUS ANEXOS,16.662.390/0001-03 - ANTONIO FRANCELINO GONCALVES FILHO 28155343472,83.535.00
25.000.013328.2023,SECRETARIA DE ESTADO DA SAÚDE,27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BENRALIZUMABE 30 MG/ML) ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"66.850,56"
25.000.014669.2023,SECRETARIA DE ESTADO DA SAÚDE,27/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LENALIDOMIDA 10MG),04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"117.119,52"
25.204.000033.2023,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,27/03/2023,AQUISIÇÃO DE MATERIAL DE LAVANDERIA HOSPITALAR,09.647.712/0001-71 - NEW CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA EIRELI,"40.710,00"
27.000.001817.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,27/03/2023,AQUISIÇÃO DE COPOS DESCARTAVEIS PARA A SEDH E SEUS ANEXOS,16.662.390/0001-03 - ANTONIO FRANCELINO GONCALVES FILHO 28155343472,"12.150,00"
25.000.000500.2023,SECRETARIA DE ESTADO DA SAÚDE,28/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (HIDROXIURÉIA 500 MG) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"101.430,00"
25.000.000506.2023,SECRETARIA DE ESTADO DA SAÚDE,28/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"5.540,40"
25.204.000035.2023,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,28/03/2023,AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO DO PRÉDIO,17.315.998/0001-16 - BOSIO MADEIRAS,"245.672,38"
25.205.012468.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,28/03/2023,AQUISIÇÃO DE MATERIAL DESCARTÁVEL,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"37.406,97"
25.205.012469.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,28/03/2023,AQUISIÇÃO DE MATERIAL DE HIGIÊNE E LIMPEZA,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"428.955,48"
31.205.000921.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,28/03/2023,AQUISIÇÃO DE PASSAGENS AÉREAS,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI,"50.900,00"
25.000.000917.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"5.400,00"
25.000.001053.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
25.000.001467.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"5.400,00"
25.000.010629.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
25.000.013093.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
25.000.013473.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
25.000.014460.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
25.000.014519.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023, MEDICAMENTO (CARFILZOMIBE 60MG E LENALIDOMIDA 25M) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"563.352,48"
25.000.014600.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
25.000.015379.2023,SECRETARIA DE ESTADO DA SAÚDE,29/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
25.301.000015.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,29/03/2023,TELHAS METÁLICAS,12.281.632/0001-50 - VIEIRA ACO INDUSTRIA & COMERCIO LTDA,"10.679,89"
33.000.000110.2023,SECRETARIA DE ESTADO DA CULTURA,29/03/2023,MATERIAL DE CONSUMO (MATERIAL DE HIGIENE E PRODUTOS DE LIMPEZA),20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,"20.696,59"
22.208.000012.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,30/03/2023,SERVIÇO DE DEDETIZAÇÃO E LIMPEZA CAIXA DE ÁGUA,14.174.461/0001-95 - DESINSETIZADORA RATINSET LTDA,"6.400,00"
25.000.012704.2023,SECRETARIA DE ESTADO DA SAÚDE,30/03/2023, MEDICAMENTO (AXITINIBE 5MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"113.256,00"
25.203.002940.2023,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,30/03/2023,"EMERGENCIAL DE SURFACTANTE PULMONAR DE 3 E 1,5ML",07.484.373/0001-24 - UNI HOSPITALAR LTDA,"545.092,50"
25.227.003806.2023,SES/HOSPITAL GERAL DE QUEIMADAS - QUEIMADAS,30/03/2023,SERVIÇO DE OUTSOURCING DE IMPRESSORAS.,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"3.600,00"
25.301.000016.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,30/03/2023,CAMISETAS PADRONIZADAS,02.401.421/0001-50 - MARIA IRIANA COURA URTIGA PORDEUS,"3.600,00"
26.201.003498.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,30/03/2023,"CONTRATAÇÃO EMERGENCIAL DE EMPRESA DE CONSERVAÇÃO, HIGIENIZAÇÃO E LIMPEZA",21.179.250/0001-00 - SHALON SERVIÇOS DE CONSERVAÇÃO LTDA-ME,"2.012.230,20"
26.201.008658.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,30/03/2023,CONTRATAÇÃO EMERGENCIAL  DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE AR CONDICIONADO,09.499.826/0001-11 - PB CLIMA-COMERCIO E SERVICOS DE REFRIGERACAO LTDA,"248.780,00"
26.201.009000.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,30/03/2023,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO DE VIDEOMONITORAMENTO (CAMPINA GRANDE) ,"24.554.773/0001-88 - MANASEG SERVICOS, COM. E MONIT. DE SEGURÂNCA ELETRÔNICA LTDA - EPP","107.700,00"
30.000.002616.2023,ENCARGOS GERAIS DO ESTADO,30/03/2023,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLICIA MILITAR EM SÃO JOÃO DO CARIRI,386.687.184-87 - MARIA DO SOCORRO CORDEIRO RAMOS,"1.300,00"
09.000.000217.2023,SECRETARIA DE ESTADO DO GOVERNO,31/03/2023,SERVIÇO COMUM DE ENGENHARIA PARA ADAPTAÇÃO PREDIAL,42.143.426/0001-44 - C3 CONSTRUCOES E INCORPORACOES LTDA,"302.892,72"
22.208.000017.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,31/03/2023,AQUISIÇÃO DE SMARTPHONES,03.429.822/0001-80 - HENRIQUE JUNIOR CORDEIRO,"11.890,00"
22.208.000018.2023R1,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,31/03/2023,AQUISIÇÃO DE PNEUS PARA OS VEÍCULOS,13.440.646/0001-31 - NORCOL NORDESTE COMERCIO E SERVIÇOS LTDA - EPP,"36.106,00"
22.208.000019.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,31/03/2023,AQUISIÇÃO DE MATERIAL ELÉTRICO,13.603.534/0001-54 - CENTER LUZ SERVICOS E COMERCIO DE MATERIAL ELETRICO EIRELI,"44.852,45"
22.208.000020.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,31/03/2023,AQUISIÇÃO DE TESTES,18.503.258/0005-08 - INSIGHT COMÉRCIO E SERVIÇOS PSICOLOGIA,"41.417,00"
22.208.000027.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,31/03/2023,AQUISIÇÃO MATERIAL DE UTENSÍLIOS,Razão Social não encontrada,"6.899,94"
25.000.000391.2023,SECRETARIA DE ESTADO DA SAÚDE,31/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"238.068,00"
25.000.001258.2023,SECRETARIA DE ESTADO DA SAÚDE,31/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL - HOSPITAL DE OLHOS,"5.400,00"
25.000.002528.2023,SECRETARIA DE ESTADO DA SAÚDE,31/03/2023,CONTRATAÇÃO DA EMPRESA PARAIBANA DE COMUNICAÇÃO ,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"9.000,00"
25.000.013471.2023,SECRETARIA DE ESTADO DA SAÚDE,31/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL - HOSPITAL DE OLHOS,"5.400,00"
25.000.014430.2023,SECRETARIA DE ESTADO DA SAÚDE,31/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - HBOL - HOSPITAL DE OLHOS,"2.700,00"
25.204.000038.2023,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,31/03/2023,LOCAÇÃO DE EQUIPAMENTOS PARA MANUTENÇÃO DO PRÉDIO,20.066.691/0001-33 - REDSAN - SERVICOS E COMERCIO DE MATERIAL DE CONSTRUCAO LTDA - ME,"95.939,00"
25.213.000002.2023R1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,31/03/2023,GÁS LIQUEFEITO,18.474.659/0001-45 - ANDRE AUGUSTO TRUTA FELIPE ME,"99.920,00"
25.213.000006.2023,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,31/03/2023,PÃES E BOLOS,20.362.270/0001-50 - CRISTIANA PEREIRA DA SILVA EIRELI,"66.393,60"
25.213.000007.2023,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,31/03/2023,MANUTENÇÃO PREVENTIVA E/OU CORRETIVA EM EQUIPAMENTOS DE REFRIGERAÇÃO,10.867.184/0001-45 - JURACY BEZERRA PONCHET,"86.265,00"
25.227.004592.2023,SES/HOSPITAL GERAL DE QUEIMADAS - QUEIMADAS,31/03/2023,MANUTENÇÃO EM AR CONDICIONADO,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"210.000,00"
26.201.009254.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,31/03/2023,LOCAÇÃO DE IMÓVEL  - CUSTÓDIA DOS VEÍCULOS - PÁTIOS DO DETRAN E DA PMPB,13.123.075/0001-01 - CONSTRUAR CONSTRUCOES E INCORPORACOES,"960.000,00"
25.000.000287.2023,SECRETARIA DE ESTADO DA SAÚDE,03/04/2023, MEDICAMENTO (ACITRETINA 10 MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"282.864,00"
25.000.001098.2023,SECRETARIA DE ESTADO DA SAÚDE,03/04/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RUXOLITINIBE 20 MG),04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"349.693,20"
25.000.002961.2023,SECRETARIA DE ESTADO DA SAÚDE,03/04/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,02.108.023/0004-92 - HBOL – HOSPITAL DE OLHOS,"2.700,00"
