Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
25.238.000028.2022,SES/HOSPITAL GERAL DE MAMANGUAPE,21/03/2022,CONTRATO - ESTERILIZAÇÃO Á BAIXA TEMPERATURA,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA EPP,"4.582,50"
25.242.000020.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,21/03/2022,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"50.150,18"
25.000.004263.2022,SECRETARIA DE ESTADO DA SAÚDE,22/03/2022,AQUISIÇÃO EMERGENCIAL DE VENTILADOR MECÂNICO E DE CONCENTRADOR DE OXIGÊNIO ELÉTRICO,04.238.951/0001-54 - LOCMED HOSPITALAR LTDA,"61.450,00"
38.000.000040.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,22/03/2022,AQUISIÇÃO DE MATERIAL GRÁFICO PERSONALIZADO,02.657.445/0001-74 - CLAUDINES PEREIRA,"16.040,00"
25.216.000393.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,23/03/2022,SERVIÇO ESPECIALIZADO EM EXAMES DE IMAGENS,23.871.427/0001-60 - GAMA SERVIÇOS DE DIAGNOSTICO POR IMAGEM,"1.128.950,00"
25.203.000092.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,24/03/2022,EMERGENCIAL DE ÁGUA MINERAL SEM GÁS 20LITROS,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"99.200,00"
25.240.000050.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/03/2022,AQUISIÇÃO DE MATERIAIS DE HIGIENIZAÇÃO.,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS SOUZA,"245.419,60"
25.240.000051.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/03/2022,AQUISIÇÃO DE TECIDO EM BRIM PARA LAP CIRÚRGICO,15.344.568/0001-05 - NOVAMED COMÉRCIO EIRELLI,"47.900,00"
25.240.000052.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/03/2022,FORNECIMENTO DE REFEIÇÕES TIPO QUENTINHAS.,15.081.369/0001-43 - IS RISTO GASTRONOMIA LTDA,"2.588.562,00"
25.240.000058.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/03/2022,CONTRATAÇÃO DE FORNECIMENTO EM SERVIÇO DE LINK DE INTERNET,04.601.397/0001-28 - BRISANET SERVICOS DE TELECOMUNICACOES S.A.,"11.994,00"
25.000.001083.2022,SECRETARIA DE ESTADO DA SAÚDE,25/03/2022,"EMP ESPEC EM SERV DE COLETA EXTERNA,TRANSP EXT, TRAT E DEST FINAL DE RESÍDUOS DE SERV DE SAÚDE",07.575.881/0001-18 - SIM ENGENHARIA AMBIENTAL EIRELI,"25.079.922,00"
25.203.000237.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,25/03/2022,EMERGENCIAL DE MEDICAMENTOS ANESTÉSICOS,08.778.201/0001-26 - DROGAFONTE LTDA,"292.050,00"
25.205.012296.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,25/03/2022,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"78.405,41"
31.205.002253.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,25/03/2022,AQUISIÇÃO DE SCANNERS DE MESA,43.905.981/0001-29 - GBN TECH SUPPLY COMERCIO VAREJISTA DE PRODUTOS LTDA,"31.930,00"
25.204.000060.2022,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,28/03/2022,AQUISIÇÃO DE GÁS,11.893.112/0001-35 - SOS GAS DISTRIBUIDORA LTDA,"41.130,00"
25.250.000202.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,28/03/2022,CONTRATAÇÃO DE UMA FIRMA PARA MANUTENÇÃO CORRETIVA E PREVENTIVA EM EQUIPAMENTO MÉDICO HOSPITALAR,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,"43.200,00"
30.000.323385.2022,ENCARGOS GERAIS DO ESTADO,28/03/2022,20032338,009.487.724-68 - ANTONIO GOMES DE SOUTO,"4.000,00"
33.000.000062.2022,SECRETARIA DE ESTADO DA CULTURA,28/03/2022,PUBLICAÇÃO NO DIÁRIO OFICIAL DO ESTADO - EMPRESA PARAIBANA DE COMUNICAÇÃO - EPC,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"120.912,00"
15.000.000021.2022,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,29/03/2022,SERVIÇOS GRÁFICOS DE EDITORAÇÃO E IMPRESSÃO DE MATERIAL COMEMORATIVO ALUSIVO AOS 190 ANOS DA PMPB,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"19.800,00"
25.000.000963.2022,SECRETARIA DE ESTADO DA SAÚDE,29/03/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"164.790,36"
25.203.000209.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,29/03/2022,AQUISIÇÃO EMERGENCIAL DE GÊNEROS ALIMENTÍCIOS,30.911.924/0001-00 - TEM DE TUDO COMÉRCIO E SERVIÇOS LTDA,"544.833,45"
25.240.000059.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,29/03/2022,AQUISIÇÃO DE NUTRIÇÃO PARENTERAL,02.977.362/0001-62 - A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,"69.980,00"
25.242.000024.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,29/03/2022,AQUISIÇÃO DE MATERIAL  E ESTERILIZAÇÃO ( CME) ,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"48.822,50"
37.000.000116.2022,"SECRETARIA DE ESTADO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO",29/03/2022,SERVIÇO DE FORNECIMENTO DE ALIMENTAÇÃO PARA EVENTOS SEODE\SEPLAG,41.963.209/0001-38 - SARAH ANDRADE OLIVEIRA,"27.185,00"
38.000.000012.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,29/03/2022,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE REFEIÇÃO ,09.384.762/0001-03 - BAR E RESTAURANTE O PANELÃO LTDA,"83.520,00"
25.216.000403.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,30/03/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM FORNECIMENTO DE PEÇAS EM EQUIPAMENTOS BAUMER,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,"233.340,00"
25.216.000404.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,30/03/2022,AQUISIÇÃO DE MATERIAL DE LAVANDERIA,38.308.355/0001-15 - M&M COMERCIO VAREJISTA DE SANEANTES EIRELI,"234.657,00"
30.000.032341.2022,ENCARGOS GERAIS DO ESTADO,30/03/2022,LOCAÇÃO DE IMÓVEL ARQUIVO E CENTRAL DE ABASTECIMENTO FARM. DO COMPLEXO PEDIÁTRICO ARLINDA MARQUES,049.830.088-96 - ELISETEAPARECIDA FERREIRA GOMES,"10.300,00"
25.000.000587.2022,SECRETARIA DE ESTADO DA SAÚDE,31/03/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"127.787,52"
25.000.000728.2022,SECRETARIA DE ESTADO DA SAÚDE,31/03/2022,AQUISIÇÃO EMERGENCIAL DE KITS PARA CONTROLE DA GLICEMIA ,05.329.222/0001-76 - SELLENE COMERCIO E REPRESENTACOES LTDA,"66.167,20"
25.000.001216.2022,SECRETARIA DE ESTADO DA SAÚDE,31/03/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"305.840,76"
25.000.002081.2022,SECRETARIA DE ESTADO DA SAÚDE,31/03/2022,AQUISIÇÃO EMERGENCIAL DE PRÓTESE CUSTOMIZADA DE ATM,15.457.628/0001-98 - JMC MEDICAL - PRODUTOS MÉDICOS HOSPITALARES EIRELI - ME,"195.000,00"
25.215.000034.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,31/03/2022,SERVIÇO DE MANUTENÇÃO PREV E COR EM GRUPOS GERADORES COM REP DE PEÇAS E COMB,34.157.179/0001-07 - ABSOLUTA SERVIÇOS ASSESSORIA EMPRESARIAL E COMERCIO LTDA,"41.760,00"
30.000.137851.2022,ENCARGOS GERAIS DO ESTADO,31/03/2022,LOCAÇÃO DE IMÓVEL CASA LAR SÃO BENTO,313.273.704-68 - NAIRA GLÓRIA SOARES,"600,00"
30.000.190345.2022,ENCARGOS GERAIS DO ESTADO,31/03/2022,LOCAÇÃO DE IMÓVEL ANEXO ADMINISTRATIVO DO COMPLEXO PEDIÁTRICO ARLINDA MARQUES,690.050.284-91 - CLÁUDIO D’AVILA LINS FILHO,"4.650,00"
25.000.000151.2022,SECRETARIA DE ESTADO DA SAÚDE,01/04/2022,AQUISIÇÃO EMERGENCIAL DE BERÇOS HOSPITALARES ,04.910.323/0001-73 - MÓVEIS ANDRADE -INDÚSTRIA E COM. DE MÓVEIS HOSPITALARES LTDA.,"259.380,00"
25.215.000035.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,01/04/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM CONDICIONADORES DE AR COM REPOSIÇÃO DE PEÇAS,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"210.000,00"
25.215.000036.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,01/04/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM ELEVADORES COM REPOSIÇÃO DE PEÇAS,07.485.559/0001-06 - ENGELTECH ELEVADORES LTDA - EPP,"17.280,00"
25.215.000037.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,01/04/2022,SERVIÇO DE EXAMES ANATOMOPATOLÓGICOS,09.143.967/0001-05 - INSTITUTO DE PATOLOGIA E CITOLOGIA DR ELY CHAVES LTDA,"14.950,00"
26.201.021688.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,01/04/2022,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO OUTSOURCING DE IMPRESSÃO,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"485.820,00"
30.000.169630.2022,ENCARGOS GERAIS DO ESTADO,01/04/2022,LOCAÇÃO DE IMÓVEL CENTRO DE ASSISTÊNCIA PSICOSSOCIAL DOS POL. MILITARES CAMPINA GRANDE,607.674.994-68 - VICENTE ROCHA JUNIOR,"4.400,00"
38.000.000063.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,01/04/2022,AQUISIÇÃO DE TESTES DE IMUNOENSAIO,23.039.218/0001-55 - VISION MÉDICA EIRELE-ME,"619.706,75"
21.901.000006.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,04/04/2022,"SERVIÇOS DE MANUTENÇÃO, INSTALAÇÃO E DESINSTALAÇÃO DE AR CONDICIONADO",03.313.938/0001-50 - RECOL - ENGENHARIA & SERVICOS LTDA - ME,"17.450,00"
25.000.000586.2022,SECRETARIA DE ESTADO DA SAÚDE,04/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANITUMUMABE40020MGML),10.586.940/0001-68 - ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA,"64.837,44"
25.000.000938.2022,SECRETARIA DE ESTADO DA SAÚDE,04/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"296.276,40"
25.000.000941.2022,SECRETARIA DE ESTADO DA SAÚDE,04/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267MG) ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"144.876,60"
25.000.000961.2022,SECRETARIA DE ESTADO DA SAÚDE,04/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"1.609.400,00"
25.213.000182.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,04/04/2022,AQUISIÇÃO DE SUPLEMENTOS ALIMENTARES E DIETAS ENTERAIS,35.397.052/0001-28 - CRALAB SAUDE E ODONTO LTDA,"228.331,38"
25.237.000120.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),04/04/2022,AQUISICAO DE MATERIAL GRAFICO 180 DIAS,24.726.321/0001-36 - JOSE IVAN DOS SANTOS JUNIOR EIRELI,"101.650,00"
26.201.030166.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,04/04/2022,CONTRATAÇÃO EMERGENCIAL SERVIÇO  DE RECUPERAÇÃO DE COBERTA,"07.534.377/0001-70 - HANG EMPREENDIMENTOS, CONTRUÇÕES E INCORPORAÇÕES LTDA","72.276,01"
28.000.000115.2022,PROJETO COOPERAR,04/04/2022,CONFECÇÃO DE MATERIAL GRÁFICO,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"50.000,00"
29.000.000014.2022,SECRETARIA DE ESTADO DA COMUNICAÇÃO INSTITUCIONAL,04/04/2022,AQUISIÇÃO DE MATERIAL DE CONSUMO,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"22.511,50"
15.201.000325.2022,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,05/04/2022,CONTRATAÇÃO DE  PLATAFORMA DIGITAL PARA GESTÃO DOCUMENTAL DO ESTADO DA PARAÍBA - PBDOC,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"40.992,00"
29.000.000015.2022,SECRETARIA DE ESTADO DA COMUNICAÇÃO INSTITUCIONAL,05/04/2022,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE DIVERSIFICADO,24.116.337/0001-27 - PAPELARIA E LIVRARIA PEDRO II LTDA - EPP,"35.077,90"
29.000.000016.2022,SECRETARIA DE ESTADO DA COMUNICAÇÃO INSTITUCIONAL,05/04/2022,MATERIAL PERMANENTE,36.441.702/0001-58 - EUCLIMAECIL ALMEIDA DE FREITAS 03183138476,"17.400,00"
30.000.126135.2022,ENCARGOS GERAIS DO ESTADO,05/04/2022,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM MULUNGU,107.931.664-70 - GUTIERRE GOMES REGIS,"950,00"
25.216.000441.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,06/04/2022,SERVIÇO DE MANUTENÇÃO EM MACAS COM FORNECIMENTO DE PEÇAS,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"76.800,00"
25.240.000070.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,06/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE TOMOGRAFIA DESTINADO AO COMBATE AO COVID-19. ,23.871.427/0001-60 - GAMA SERVIÇOS DE DIAGNÓSTICOS POR IMAGENS EIRELI,"248.100,00"
25.240.000071.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,06/04/2022,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE RESSONÂNCIA , ANGIORESSONÂNCIA, EEG E ENMG. ",08.716.557/0001-35 - CLINICA RADIOLOGICA DR. WANDERLEY LTDA,"142.220,00"
30.000.019042.2022,ENCARGOS GERAIS DO ESTADO,06/04/2022,LOCAÇÃO DE IMÓVEL ESTACIONAMENTO DA SEDH EM JOÃO PESSOA,161.435.314-04 - ANTONIO GUILHERME ZACCARA DE ARAÚJO,"3.240,00"
30.000.190329.2022,ENCARGOS GERAIS DO ESTADO,06/04/2022,LOCAÇÃO DE IMÓVEL SEDE DA CHEFIA DE GOVERNO,036.002.404-12 - RODRIGO AQUINO MAIA DE CASTRO,"25.778,18"
22.000.008297.2022,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,07/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA INSTALAÇÃO DE REDE CANALIZADA DE GÁS LP,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"3.000,00"
25.000.001101.2022,SECRETARIA DE ESTADO DA SAÚDE,07/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ELTROBOMPAGUE DE 25MG E DE 50MG),10.586.940/0001-68 - ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.747.177,04"
25.000.001246.2022,SECRETARIA DE ESTADO DA SAÚDE,07/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"197.930,97"
25.242.000027.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,07/04/2022,AQUISIÇÃO DE MEDICAMENTOS,31.059.333/0001-10 - CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,"2.639,30"
30.000.293222.2022,ENCARGOS GERAIS DO ESTADO,07/04/2022,LOCAÇÃO DE IMÓVEL DIRETORIA DE RECURSOS MINERAIS E HIDROGEOLOGIA EM CAMPINA GRANDE,040.196.284-91 - JOSÉ DE ARIMATÉA ROCHA,"25,50"
25.000.000508.2022,SECRETARIA DE ESTADO DA SAÚDE,08/04/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 1.000MG, 250MG E 500MG)",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"93.348,13"
30.000.031961.2022,ENCARGOS GERAIS DO ESTADO,08/04/2022,LOCAÇÃO DE IMÓVEL 8ª SECCIONAL DE POLICIA CIVIL EM GUARABIRA,154.070.204-91 - AUREA CARNEIRO,"2.650,00"
22.201.000215.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,11/04/2022,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA,Razão Social não encontrada,"16.161,83"
25.000.000126.2022,SECRETARIA DE ESTADO DA SAÚDE,11/04/2022,AQUISIÇÃO EMERGENCIAL DE BISTURIS ELÉTRICOS,56.014.475/0001-91 - DELTRONIX EQUIPAMENTOS LTDA,"1.872.601,38"
25.215.000038.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,11/04/2022,AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO PREDIAL,33.932.061/0001-46 - LEÃO COMÉRCIO DE MULTI UTILIDADES LTDA,"85.015,53"
25.215.000040.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,11/04/2022,AQUISIÇÃO DE MEDICAMENTOS DIVERSOS,35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA,"2.139.321,40"
25.216.000402.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,11/04/2022,AQUISIÇÃO DE GASES MEDICINAIS EM CARATER EMERGENCIAL 180 DIAS,24.380.578/0001-89 - WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE,"2.591.947,50"
25.237.000121.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),11/04/2022,SOLICITACAO DE SERVICO PARA REALIZACAO DE TESTES PARA GASOMETRIA (180 DIAS),01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"59.364,00"
25.242.000028.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,11/04/2022,AQUISIÇÃO DE ÁGUA MINERAL,20.689.632/0001-11 - VERA LUCIA CORLETT MARQUES - ME,"6.060,00"
25.250.000259.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,11/04/2022,CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS EM TECNOLOGIA DA INFORMAÇÃO,43.387.119/0001-71 - PREMIUS TECNOLOGIA EM DESENVOLVIMENTO DE SOFTWARE LTDA,"48.000,00"
22.208.000040.2022,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,12/04/2022,IMPLANTAÇÃO DO SISTEMA PBDOC,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"40.992,00"
25.000.000516.2022,SECRETARIA DE ESTADO DA SAÚDE,12/04/2022,"EMERGENCIAL DE MEDICAMENTOS (CLOBAZAM DE 10MG E DE 20MG, GABAPENTINA 400MG E VIGABATRINA 500MG)",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"104.034,36"
25.000.000537.2022,SECRETARIA DE ESTADO DA SAÚDE,12/04/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,Razão Social não encontrada,"111.946,20"
25.000.000936.2022,SECRETARIA DE ESTADO DA SAÚDE,12/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"655.314,24"
25.000.001229.2022,SECRETARIA DE ESTADO DA SAÚDE,12/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 150MG) ,09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,"84.214,80"
25.000.001365.2022,SECRETARIA DE ESTADO DA SAÚDE,12/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 2670MG),08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"230.045,40"
25.000.001370.2022,SECRETARIA DE ESTADO DA SAÚDE,12/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OLAPARIBE 150MG),60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"276.872,96"
25.240.000081.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,12/04/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM REDE DE GASES DESTINADO AO COMBATE AO COVID-19.,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"157.562,40"
25.242.000029.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,12/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GASES MEDICINAIS,05.329.135/0001-19 - ALEXSANDRO SANTOS DA SILVA,"151.680,00"
25.250.000253.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,12/04/2022,CONTRATAÇÃO DE UMA EMPRESAS ESPECIALIZADA EM LOCAÇÃO DE VEÍCULOS,16.670.085/0001-55 - LOCALIZA RENT A CAR S/A,"45.479,88"
25.250.000261.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,12/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM CONDICIONADORES DE AR,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"49.560,00"
31.205.002256.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,12/04/2022,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MONITORAMENTO ELETRÔNICO ,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"26.154,29"
25.000.001171.2022,SECRETARIA DE ESTADO DA SAÚDE,13/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AFLIBERCEPTE 40MG/ML),18.459.628/0097-67 - BAYER S.A.,"127.978,00"
25.000.001377.2022,SECRETARIA DE ESTADO DA SAÚDE,13/04/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (TRIPTORRELINA DE 3,75 MG E DE 11,25MG) ",07.484.373/0001-24 - UNI HOSPITALAR LTDA,"227.427,42"
25.216.000516.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/04/2022,AQUISIÇÃO DE MATERIAL MÉDICO - CPRE EM CARÁTER EMERGENCIAL,01.437.707/0001-22 - SCITECH PRODUTOS MEDICOS SA,"737.500,00"
25.216.000517.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/04/2022,AQUISIÇÃO DE ÁGUA MINERAL EM CARÁTER EMERGENCIAL,32.515.669/0001-02 - RENATA LIDIA RODRIGUES,"70.850,00"
25.237.000109.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),13/04/2022,SOLICITACAO SERVICO DE MANUTENCAO PREVENTIVA E/OU CORRETIVA,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"360.000,00"
26.201.030492.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,13/04/2022,CONTRATAÇÃO EMERGENCIAL PARA RECUPERAÇÃO DE MURO DA CIRETRAN DE MAMANGUAPE,33.026.856/0001-95 - ALTURIMAR RODRIGUES MOREIRA SEGUNDO - ARS ENGENHARIA E SERVIÇOS,"43.830,12"
38.000.000080.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,13/04/2022,AQUISIÇÃO DE FILTRO PARA EXAME DE DNA ,33.069.212/0008-50 - MERCK S/A,"109.760,00"
25.203.000242.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,18/04/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM VÍDEO MONITORAMENTO,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"228.900,00"
25.237.000131.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),18/04/2022,CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE DIAGNOSTICO LABORATORIAIS DE ANALISES CLINICAS,32.958.432/0001-04 - SLE SERVIÇO DE LABORATÓRIO ESPECIALIZADO LTDA,"357.238,50"
25.237.000132.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),18/04/2022,CONTRATACAO DE EMPRESA DE LAVANDERIA HOSPITALAR ,"20.546.182/0001-08 - SERVBRASIL SOLUCOES EM ALIMENTACAO, LIMPEZA E LAVANDERIA LTDA","826.800,00"
25.250.000265.2022,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,18/04/2022,CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA EM LOCAÇÃO DE MAQUINAS COPIADORAS,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"48.000,00"
